x,y
2.0,38.0
13.213619331097634,39.311489425863826
24.42723866219527,39.622978851727645
35.6408579932929,39.93446827759147
46.85447732439054,40.24595770345529
58.06809665548817,40.557447129319115
69.2817159865858,40.86893655518294
80.49243489241327,41.26499734254748
91.70104689697774,41.722491710080725
102.9096589015422,42.17998607761397
114.11827090610669,42.63748044514721
125.32688291067116,43.094974812680455
136.53549491523563,43.5524691802137
147.74410691980012,43.00996354774694
158.9527189243646,43.467457915280185
170.16133092892903,43.92495228281343
181.3615622312908,44.5506801312524
192.56014898383586,45.20942052846093
203.75873573638086,45.868160925669464
214.9573224889259,46.526901322878
226.15590924147094,47.18564172008652
237.35449599401596,47.844382117295055
248.51910927262514,48.912761707781264
259.67321441468783,49.10784440157369
270.82731955675047,50.30292709536612
281.98142469881316,51.49800978915856
293.13552984087585,52.69309248295099
304.2957046797488,53.82957046797488
315.45797689268267,54.94579768926827
326.6202491056165,56.06202491056165
337.7825213185503,57.17825213185503
348.9447935314842,58.29447935314842
360.0532807003332,60.77947705775638
371.0693747558134,62.897956683810264
382.0854688112936,65.01643630986415
393.1015628667738,67.13491593591803
404.11765692225396,69.25339556197191
414.91012440456257,72.24112142850679
425.580889421918,75.70191008278422
436.25165443927347,79.16269873706166
446.92241945662886,82.6234873913391
457.5931844739843,86.08427604561653
468.26394949133964,89.54506469989394
478.9347145086951,92.00585335417139
489.9091528610984,94.17172634979235
501.00598263732047,96.81570113145489
512.1028124135426,98.45967591311741
523.1996421897646,100.10365069477994
534.2964719659867,101.74762547644247
545.4716920223937,102.67654943017098
556.6611285964377,102.47579489974555
567.8603755435041,103.0
579.0783202824119,103.0
590.2962650213199,102.0
601.5142097602278,102.0
612.6505791965748,100.33735520085631
623.5335841520712,98.61660396198221
634.4165891075675,95.89585272310813
645.19637249186,92.83768273023276
655.7389231825423,89.00402793362097
666.2814738732246,85.17037313700922
676.8240245639071,81.33671834039744
687.3501193331583,77.45995226673666
697.7657195428734,73.29371218285067
708.1813197525883,70.1274720989647
718.70252859071,67.27932570914399
729.5416987479589,64.38888033387764
740.3808689052076,61.498434958611305
751.3481558314409,59.2359777383656
762.4533545456416,57.649520779194056
773.5585532598425,56.0630638200225
784.6637519740433,54.47660686085096
795.7689506882441,52.89014990167942
806.893520166916,51.45627553700933
818.042852979384,50.21746078006845
829.1921857918521,48.978646023127546
840.3415186043201,47.739831266186656
851.4908514167881,46.501016509245765
862.6767904868896,45.7615431968968
873.8875877610776,45.361157579961514
885.0983850352658,44.960771963026225
896.3091823094538,44.56038634609094
907.519979583642,44.16000072915565
918.7136187613082,43.46291049909534
929.8958374708255,42.56833300233395
941.078056180343,42.67375550557256
952.2602748898603,41.77917800881117
963.4471022168682,41.0
974.665046955776,41.0
985.882991694684,41.0
997.1009364335919,40.0
1008.3188811724997,40.0
1019.5182536914228,39.40510914428607
1030.7143523633683,38.70535297728948
1041.910451035314,38.00559681029288
1053.1282210443685,38.0
1064.3461657832763,38.0
1075.5641105221844,38.0
1086.7820552610922,38.0
1098.0,38.0
